150;560.09;1.093079727605195e7;96.102
151;375.31;8.08362784920992e7;48.06
152;317.42;1.1672272449596614e8;34.033
153;408;6.384039263601534e7;30.026
154;771;676353.4712220023;45.041
155;588;1.4412417972842368e8;46.026
156;490.15;2.513178736986995e7;68.074
157;5.2;1.1079594823953607e9;4.003
158;736;109.73725907695896;240.468
159;616.8;1.0902699570492366e6;114.185
160;540.2;3.4718295524427574e6;100.202
161;677.3;329.88144100868107;130.185
162;632.3;205496.31169071785;116.201
163;608.3;6011.18140537385;116.201
164;606.6;657782.067073004;114.185
165;611.4;827797.916063333;114.185
166;537.4;4.1867009754875842e6;98.186
167;645;467487.8290752911;132.267
168;547;5.134836071223615e6;96.17
169;723;269.3877830072982;226.441
170;591;2.0182750158777595e6;100.159
171;507.6;8.702295979504962e6;86.175
172;660.2;8544.969295844405;116.158
173;611.3;246988.33598413158;102.175
174;585.3;671.5694273283455;102.175
175;587.61;2.0707353444310525e6;100.159
176;582.82;2.1062898237279924e6;100.159
177;504;1.4370874595419321e7;84.159
178;544;8.266529525375233e6;82.144
179;623;1.5987709199779045e6;118.24
180;516.2;8.928467585944604e6;82.144
181;549;7.56118157753773e6;82.144
182;653.15;6.838257519794771e6;32.045
183;33.19;1.5419089955516996e9;2.016
184;363.15;1.8870935616944024e8;80.912
185;324.65;2.295675072554907e8;36.461
186;456.65;4.595462343956919e7;27.025
187;461.15;389.8002443883986;20.006
188;373.53;1.798226583774979e8;34.081
189;605;1.1988514121648706e7;88.105
190;471.85;1.4604542923463061e7;59.11
191;805;414.91011509354996;104.061
192;662;1.1885905010910736e7;86.089
193;190.564;6.899830942779813e8;16.042
194;512.5;6.724740588374096e6;32.042
195;718;465341.4961176396;73.094
196;506.55;1.3292058378535092e7;74.079
197;402.4;7.101324579153384e7;40.064
198;536;9.939658905711604e6;86.089
199;430.05;3.721204439230362e7;31.057
200;693;579142.1046176946;136.148
201;490;2.2303385965634406e7;68.117
202;460.4;2.8544701995345455e7;72.149
203;643;175713.8544241103;102.132
204;577.2;5313.745677237512;88.148
205;465;2.4402191599880066e7;70.133
206;470;2.2185925153458606e7;70.133
207;492;3.949377730868634e-9;66.101
208;512.74;1.0470594053632032e7;88.148
209;593;4.295334800238859e6;104.214
210;463.2;2.9872057262429222e7;68.117
211;554.5;3.5286700464501353e6;102.132
212;442;6.0950537963881575e7;80.589
213;572.1;1.051598022119754e7;98.186
214;686;1.9421565237372094e6;114.185
215;614;85409.9736630045;114.185
216;617;76744.58201439418;114.185
217;532.7;1.7737845117624994e7;84.159
218;542;1.9283284316474844e7;82.144
219;526;2.26301354553574e7;82.144
220;483;3.705350499507699e7;115.034
221;437.8;4.676597430037088e7;60.095
222;535.5;1.2080859476452515e7;72.106
223;533;1.8050249136721697e7;76.161
224;487.2;3.132723235943666e7;60.052
225;497;1.5450074842943748e7;88.148
226;574.6;3.397239782964349e6;100.159
227;488;5.251647367303064e-23;57.051
228;464.48;2.956335924638942e7;74.122
229;553.4;1.0640604672301404e7;86.132
230;553.1;1.6488351820358668e7;90.187
231;469.95;8.481892463487305e7;48.107
232;566;4.678119813022151e6;100.116
233;694;754.4744051062037;158.238
234;497.7;1.5855337295052351e7;86.175
235;546.49;5.822445957876473e6;102.175
236;407.8;6.997389481193335e7;58.122
237;506.2;119160.66387566697;74.122
238;417.9;6.852600062102355e7;56.106
239;530.6;7.5481564627209995e6;88.105
240;476.25;1.880975245973358e7;74.122
241;565;1.128970361603572e7;90.187
242;352.5;2.3623854839953858e8;46.144
243;654;2.88186575578294e6;118.176
244;497.1;3.0349257782805514e7;88.148
245;437;5.024403866150552e7;58.079
246;748.4;917245.1163672542;128.171
247;44.4;1.6143396127405226e9;20.18
248;593;8.529848916984549e6;75.067
249;126.2;1.0196699277817566e9;28.013
250;234;4.206108736853028e8;71.002
251;588.15;1.6983554340498928e7;61.04
252;309.57;2.486605283471721e8;44.013
253;180.15;1.713565165237489e8;30.006
254;758;12.49577240664289;268.521
255;658;193643.45085737493;142.239
256;594.6;974496.1711848899;128.255
257;710.7;66.10762072658996;158.238
258;670.9;116645.1783204026;144.255
259;649.5;60429.61248501625;144.255
260;593.1;1.2959956882856213e6;126.239
261;681;112933.52378230957;160.32
262;598.05;755295.6409186407;124.223
263;747;58.86043087409714;254.494
264;638.9;541991.0083247882;128.212
265;568.7;2.4306975399451475e6;114.229
266;694.26;111.28132440339166;144.211
267;652.3;216637.21859861276;130.228
268;629.8;113722.84835699726;130.228
269;632.7;654192.5381665523;128.212
270;627.7;634121.865900678;128.212
271;566.9;2.829528054252178e6;112.213
272;667.3;400361.1411392597;146.294
273;574;3.2884154115411085e6;110.197
274;804;1460.8584794003632;90.035
275;154.58;1.0587347792935555e9;31.999
276;261;3.807485591999471e8;47.998
277;708;1216.1942060689814;212.415
278;566.1;7.661086010857618e6;86.132
279;469.7;3.1839866955250446e7;72.149
280;639.16;178465.9958666164;102.132
281;588.1;274202.55080957024;88.148
282;561;2310.423695260715;88.148
283;561.08;6.966025685766358e6;86.132
284;560.95;6.516097890908928e6;86.132
285;464.8;5.6661915899134524e7;70.133
286;584.3;9.440808425365662e6;104.214
287;598;5.329231841561289e6;104.214
288;481.2;3.515222755959852e7;68.117
289;519;2.557747987548385e7;68.117
290;869;89290.16335353893;178.229
291;694.25;898709.1126643681;94.111
292;653;4.584757128634941e6;119.121
293;791;549368.9605900086;148.116
294;394;1.4957121025342157e8;40.064
295;369.83;1.2757318397023253e8;44.096
296;536.8;647822.9104348007;60.095
297;508.3;331755.74223006394;60.095
298;636;2.766829083214104e6;122.207
299;504.4;3.5332050956424035e7;58.079
300;600.81;2.342589153133632e7;74.079
301;564.4;1.1411676409577554e7;55.079
302;549.73;4.399244467221565e6;102.132
303;496.95;2.3088377591076046e7;59.11
304;638.35;2.897389683203566e6;120.192
305;364.85;2.2426722674508187e8;42.08
306;538;1.1094118162006542e7;88.105
307;517;3.578141495776105e7;76.161
308;536.6;2.5920392819084667e7;76.161
309;626;49376.15916833836;76.094
310;683;2.053473733709233e6;108.095
311;259;9.943939339474185e7;104.079
312;636;5.013420996984261e6;104.149
313;806;272.6342141422975;118.088
314;430.75;7.757906583898044e7;64.064
315;318.69;1.5421938969518924e8;146.055
316;490.85;1.0327814699346408e6;80.063
317;1113;16542.899986076405;166.131
318;857;47828.02897935061;230.304
319;693;4829.915717824782;198.388
320;540.15;3.619883156916181e7;72.106
321;720;1.2897040583120082e6;132.202
322;631.95;1.7936412404516153e7;88.171
323;568;1.0721688338910166e7;114.229
324;579.35;3.165851413519121e7;84.14
325;591.75;1.4183029221818896e7;92.138
326;602;1.327157358395408e7;133.404
327;675;15622.259443131474;184.361
328;535.15;1.2927794906187028e7;101.19
329;433.25;9.13821849682082e7;59.11
330;664.5;2.903298011132826e6;120.192
331;649.1;2.8213409308986315e6;120.192
332;543.8;1.00058324440193e7;114.229
333;573.5;8.918931413891476e6;114.229
334;846;1050.3918387768047;213.105
335;828;666.4608241191079;227.131
336;639;157160.52835781538;156.308
337;703.9;17899.581159065176;172.308
338;519.13;1.3686140588471426e7;86.089
339;454;8.246962347514498e7;52.075
340;432;1.165203082140796e8;62.498
341;543.15;1.6503536966433614e7;161.49
342;647.096;3.3856005521392524e7;18.015
343;617;6.293969329813815e6;106.165
344;630.3;6.409086544208012e6;106.165
