291;94.111;1.0094E-07;0.799;103.1;;314.06;7.514E-06;1000;2.283E-05
292;119.121;8.536E-08;0.80872;88.273;;243.15;5.324E-06;1000;2.093E-05
293;148.116;4.3511E-08;0.908;102.73;;404.15;8.072E-06;1000;2.090E-05
294;40.064;6.0758E-07;0.53845;173.45;;136.87;3.788E-06;1000;2.135E-05
295;44.096;4.9054E-08;0.90125;;;85.47;2.702E-06;1000;2.480E-05
296;60.095;7.942E-07;0.5491;415.8;;200.00;4.732E-06;1000;2.490E-05
297;60.095;1.2003E-06;0.494;479.78;;187.35;4.471E-06;1000;2.461E-05
298;122.207;5.4749E-07;0.53893;283.52;;199.00;3.914E-06;1000;1.765E-05
299;58.079;1.7526E-07;0.72691;119.93;;170.00;4.297E-06;1000;2.373E-05
300;74.079;1.61E-07;0.7457;159.3;;252.45;6.105E-06;1000;2.397E-05
301;55.079;1.0111E-07;0.7821;89.5;;180.26;3.927E-06;1000;2.060E-05
302;102.132;2.1372E-07;0.6894;178.57;;178.15;3.802E-06;1000;2.122E-05
303;59.110;1.62E-07;0.7285;117;188.36;4.540E-06;1000;2.223E-05
304;120.192;3.0387E-07;0.61945;210.35;;173.55;3.351E-06;1000;1.812E-05
305;42.080;7.3919E-07;0.5423;263.73;;87.89;2.093E-06;1000;2.477E-05
306;88.105;6.0741E-07;0.5863;367.29;;180.25;4.203E-06;1000;2.550E-05
307;76.161;3.5532E-08;0.95654;;;142.61;4.085E-06;1000;2.632E-05
308;76.161;7.9457E-08;0.84656;65.878;;159.95;4.132E-06;1000;2.583E-05
309;76.094;4.543E-08;0.9173;61;;213.15;4.832E-06;1000;2.418E-05
310;108.095;1.1085E-07;0.8008;152.51;;388.85;9.439E-06;1000;2.429E-05
311;104.079;2.1671E-07;0.76757;16.28;;250.00;1.410E-05;500;2.475E-05
312;104.149;6.3863E-07;0.5254;295.1;;242.54;5.158E-06;1000;1.858E-05
313;118.088;2.273E-07;0.6845;229.8;;460.65;1.009E-05;1000;2.091E-05
314;64.064;6.863E-07;0.6112;217;;197.67;8.280E-06;1000;3.844E-05
315;146.055;5.3986E-07;0.6349;34.5;19,000;205.15;9.790E-06;5000;1.195E-04
316;80.063;3.9067E-06;0.3845;470.1;;297.93;1.355E-05;694.19;2.883E-05
